unique_id,canonical_bitmask,orientations,canonical_coords,black_remaining,white_remaining,diff_black_minus_white,parity_possible
288353,25253889,8,a1 b6 c1 c3 c5 d6 e1,11,18,-7,0
288355,1610784864,8,a6 b1 c2 c4 c6 e6 f1,18,11,7,0
288360,1079378016,8,a6 b1 c6 d1 d3 d5 f1,18,11,7,0
288396,293623809,8,a1 b6 c1 c3 d6 e1 e5,11,18,-7,0
288398,1611924576,8,a6 b1 b5 d1 d3 e6 f1,18,11,7,0
288403,1075184736,8,a6 b1 b5 c6 d1 d3 f1,18,11,7,0
288421,1611038816,8,a6 b1 c4 c6 d1 e6 f1,18,11,7,0
289786,5513258,8,a2 a4 a6 c2 d1 d3 d5,18,11,7,0
289787,19464213,8,a1 a3 a5 c5 d2 d4 e1,11,18,-7,0
289789,69795861,8,a1 a3 a5 c5 d2 d4 e3,11,18,-7,0
289791,38805546,8,a2 a4 a6 c2 d3 d5 e2,18,11,7,0
289794,85989889,8,a1 b4 b6 c1 d4 e1 e3,11,18,-7,0
289796,94376449,8,a1 b4 c1 d4 d6 e1 e3,11,18,-7,0
289798,1078992938,8,a2 a4 a6 c2 d3 d5 f1,18,11,7,0
289812,25755669,8,a1 a3 a5 c5 d2 d6 e1,11,18,-7,0
289814,76087317,8,a1 a3 a5 c5 d2 d6 e3,11,18,-7,0
289816,38019114,8,a2 a4 a6 c2 d1 d5 e2,18,11,7,0
289819,1745092936,8,a4 b1 b3 d1 e4 e6 f1,18,11,7,0
289821,1208353096,8,a4 b1 b3 c6 d1 e4 f1,18,11,7,0
289823,1078206506,8,a2 a4 a6 c2 d1 d5 f1,18,11,7,0
289825,83956241,8,a1 a5 b4 c1 c5 e1 e3,11,18,-7,0
289827,285802517,8,a1 a3 a5 c5 d2 e1 e5,11,18,-7,0
289829,83892753,8,a1 a5 b4 b6 c1 e1 e3,11,18,-7,0
289831,92279313,8,a1 a5 b4 c1 d6 e1 e3,11,18,-7,0
289833,1614815274,8,a2 a4 a6 c2 d5 e6 f1,18,11,7,0
289845,171974698,8,a2 a4 a6 c2 d5 e2 e4,18,11,7,0
289848,83958273,8,a1 b4 b6 c1 c5 e1 e3,11,18,-7,0
289850,92344833,8,a1 b4 c1 c5 d6 e1 e3,11,18,-7,0
289852,1212162090,8,a2 a4 a6 c2 d5 e4 f1,18,11,7,0
289863,352328193,8,a1 b4 b6 c1 e1 e3 e5,11,18,-7,0
289865,360714753,8,a1 b4 c1 d6 e1 e3 e5,11,18,-7,0
289867,1111498794,8,a2 a4 a6 c2 d5 e2 f1,18,11,7,0
289878,92281345,8,a1 b4 b6 c1 d6 e1 e3,11,18,-7,0
289880,1744961888,8,a6 b1 b3 c6 e4 e6 f1,18,11,7,0
289885,1208353120,8,a6 b1 b3 c6 d1 e4 f1,18,11,7,0
290000,27328533,8,a1 a3 a5 c5 d4 d6 e1,11,18,-7,0
290002,77660181,8,a1 a3 a5 c5 d4 d6 e3,11,18,-7,0
290004,34873386,8,a2 a4 a6 c2 d1 d3 e2,18,11,7,0
290007,1610907976,8,a4 b1 b3 c4 d1 e6 f1,18,11,7,0
290009,1074168136,8,a4 b1 b3 c4 c6 d1 f1,18,11,7,0
290011,1074037096,8,a4 a6 b1 b3 c4 d1 f1,18,11,7,0
290013,86048789,8,a1 a3 a5 c5 d4 e1 e3,11,18,-7,0
290015,287375381,8,a1 a3 a5 c5 d4 e1 e5,11,18,-7,0
290017,85989393,8,a1 a5 b6 c1 d4 e1 e3,11,18,-7,0
290019,94375953,8,a1 a5 c1 d4 d6 e1 e3,11,18,-7,0
290021,1611669546,8,a2 a4 a6 c2 d3 e6 f1,18,11,7,0
290033,168828970,8,a2 a4 a6 c2 d3 e2 e4,18,11,7,0
290036,86054913,8,a1 b6 c1 c5 d4 e1 e3,11,18,-7,0
290038,94441473,8,a1 c1 c5 d4 d6 e1 e3,11,18,-7,0
290040,1078231392,8,a6 b1 b3 c4 d1 d5 f1,18,11,7,0
290051,354424833,8,a1 b6 c1 d4 e1 e3 e5,11,18,-7,0
290053,362811393,8,a1 c1 d4 d6 e1 e3 e5,11,18,-7,0
290055,1074038112,8,a6 b1 b3 b5 c4 d1 f1,18,11,7,0
290066,94377985,8,a1 b6 c1 d4 d6 e1 e3,11,18,-7,0
290068,1610908000,8,a6 b1 b3 c4 d1 e6 f1,18,11,7,0
290073,1074168160,8,a6 b1 b3 c4 c6 d1 f1,18,11,7,0
290149,92340245,8,a1 a3 a5 c5 d6 e1 e3,11,18,-7,0
290151,293666837,8,a1 a3 a5 c5 d6 e1 e5,11,18,-7,0
290153,2172715029,8,a1 a3 a5 c5 d6 e1 f2,11,18,-7,0
290155,4832108586,8,a2 a4 a6 c2 d1 e6 f3,18,11,7,0
290157,1610883114,8,a2 a4 a6 c2 d1 e6 f1,18,11,7,0
290169,168042538,8,a2 a4 a6 c2 d1 e2 e4,18,11,7,0
290172,1615069512,8,a4 b1 b3 d1 d5 e6 f1,18,11,7,0
290174,1078329672,8,a4 b1 b3 c6 d1 d5 f1,18,11,7,0
290176,1078198632,8,a4 a6 b1 b3 d1 d5 f1,18,11,7,0
290187,1610876232,8,a4 b1 b3 b5 d1 e6 f1,18,11,7,0
290189,1074136392,8,a4 b1 b3 b5 c6 d1 f1,18,11,7,0
290191,1074005352,8,a4 a6 b1 b3 b5 d1 f1,18,11,7,0
290202,1611006280,8,a4 b1 b3 c6 d1 e6 f1,18,11,7,0
290204,1610875240,8,a4 a6 b1 b3 d1 e6 f1,18,11,7,0
290209,1074135400,8,a4 a6 b1 b3 c6 d1 f1,18,11,7,0
290220,352387093,8,a1 a3 a5 c5 e1 e3 e5,11,18,-7,0
290222,83957777,8,a1 a5 b6 c1 c5 e1 e3,11,18,-7,0
290224,92344337,8,a1 a5 c1 c5 d6 e1 e3,11,18,-7,0
290226,1744838698,8,a2 a4 a6 c2 e4 e6 f1,18,11,7,0
290235,352327697,8,a1 a5 b6 c1 e1 e3 e5,11,18,-7,0
290237,360714257,8,a1 a5 c1 d6 e1 e3 e5,11,18,-7,0
290239,1644175402,8,a2 a4 a6 c2 e2 e6 f1,18,11,7,0
290245,92280849,8,a1 a5 b6 c1 d6 e1 e3,11,18,-7,0
290247,1744961634,8,a2 a6 b1 c6 e4 e6 f1,18,11,7,0
290252,1745223714,8,a2 a6 c6 d1 e4 e6 f1,18,11,7,0
290305,352393217,8,a1 b6 c1 c5 e1 e3 e5,11,18,-7,0
290307,360779777,8,a1 c1 c5 d6 e1 e3 e5,11,18,-7,0
290309,1078199648,8,a6 b1 b3 b5 d1 d5 f1,18,11,7,0
290320,92346369,8,a1 b6 c1 c5 d6 e1 e3,11,18,-7,0
290322,1615069536,8,a6 b1 b3 d1 d5 e6 f1,18,11,7,0
290327,1078329696,8,a6 b1 b3 c6 d1 d5 f1,18,11,7,0
290363,360716289,8,a1 b6 c1 d6 e1 e3 e5,11,18,-7,0
290365,1610876256,8,a6 b1 b3 b5 d1 e6 f1,18,11,7,0
290370,1074136416,8,a6 b1 b3 b5 c6 d1 f1,18,11,7,0
290388,1611006304,8,a6 b1 b3 c6 d1 e6 f1,18,11,7,0
291860,27787285,8,a1 a3 a5 d2 d4 d6 e1,11,18,-7,0
291862,78118933,8,a1 a3 a5 d2 d4 d6 e3,11,18,-7,0
291864,39059498,8,a2 a4 a6 d1 d3 d5 e2,18,11,7,0
291867,1745125448,8,a4 b1 c4 d1 e4 e6 f1,18,11,7,0
291869,1208385608,8,a4 b1 c4 c6 d1 e4 f1,18,11,7,0
291871,1079246890,8,a2 a4 a6 d1 d3 d5 f1,18,11,7,0
291873,18944529,8,a1 a5 b4 c1 c5 d4 e1,11,18,-7,0
291875,287314449,8,a1 a5 b4 c1 d4 e1 e5,11,18,-7,0
291877,18881041,8,a1 a5 b4 b6 c1 d4 e1,11,18,-7,0
291879,27267601,8,a1 a5 b4 c1 d4 d6 e1,11,18,-7,0
291881,1611792674,8,a2 a6 b3 c6 d3 e6 f1,18,11,7,0
291893,173015082,8,a2 a4 a6 d3 d5 e2 e4,18,11,7,0
291896,18946561,8,a1 b4 b6 c1 c5 d4 e1,11,18,-7,0
291898,27333121,8,a1 b4 c1 c5 d4 d6 e1,11,18,-7,0
291900,1212448864,8,a6 b1 c4 d1 d5 e4 f1,18,11,7,0
291911,287316481,8,a1 b4 b6 c1 d4 e1 e5,11,18,-7,0
291913,295703041,8,a1 b4 c1 d4 d6 e1 e5,11,18,-7,0
291915,1112539178,8,a2 a4 a6 d3 d5 e2 f1,18,11,7,0
291926,27269633,8,a1 b4 b6 c1 d4 d6 e1,11,18,-7,0
291928,1611792736,8,a6 b1 b3 c6 d3 e6 f1,18,11,7,0
291933,1208385632,8,a6 b1 c4 c6 d1 e4 f1,18,11,7,0
292009,92798997,8,a1 a3 a5 d2 d6 e1 e3,11,18,-7,0
292011,294125589,8,a1 a3 a5 d2 d6 e1 e5,11,18,-7,0
292013,2173173781,8,a1 a3 a5 d2 d6 e1 f2,11,18,-7,0
292015,4832231714,8,a2 a6 b3 c6 d1 e6 f3,18,11,7,0
292017,1615069226,8,a2 a4 a6 d1 d5 e6 f1,18,11,7,0
292029,172228650,8,a2 a4 a6 d1 d5 e2 e4,18,11,7,0
292032,1749286984,8,a4 b1 d1 d5 e4 e6 f1,18,11,7,0
292034,1212547144,8,a4 b1 c6 d1 d5 e4 f1,18,11,7,0
292036,1212416042,8,a2 a4 a6 d1 d5 e4 f1,18,11,7,0
292047,1745093704,8,a4 b1 b5 d1 e4 e6 f1,18,11,7,0
292049,1208353864,8,a4 b1 b5 c6 d1 e4 f1,18,11,7,0
292051,1111752746,8,a2 a4 a6 d1 d5 e2 f1,18,11,7,0
292062,1745223752,8,a4 b1 c6 d1 e4 e6 f1,18,11,7,0
292064,1745092712,8,a4 a6 b1 d1 e4 e6 f1,18,11,7,0
292069,1208352872,8,a4 a6 b1 c6 d1 e4 f1,18,11,7,0
292080,285282833,8,a1 a5 b4 c1 c5 e1 e5,11,18,-7,0
292082,16849425,8,a1 a5 b4 b6 c1 c5 e1,11,18,-7,0
292084,25235985,8,a1 a5 b4 c1 c5 d6 e1,11,18,-7,0
292086,1610752290,8,a2 a6 b3 c2 c6 e6 f1,18,11,7,0
292095,285219345,8,a1 a5 b4 b6 c1 e1 e5,11,18,-7,0
292097,293605905,8,a1 a5 b4 c1 d6 e1 e5,11,18,-7,0
292099,1644298530,8,a2 a6 b3 c6 e2 e6 f1,18,11,7,0
292105,25172497,8,a1 a5 b4 b6 c1 d6 e1,11,18,-7,0
292107,1610744162,8,a2 a6 b1 b3 c6 e6 f1,18,11,7,0
292112,1611006242,8,a2 a6 b3 c6 d1 e6 f1,18,11,7,0
292165,285284865,8,a1 b4 b6 c1 c5 e1 e5,11,18,-7,0
292167,293671425,8,a1 b4 c1 c5 d6 e1 e5,11,18,-7,0
292169,1212417120,8,a6 b1 b5 d1 d5 e4 f1,18,11,7,0
292180,25238017,8,a1 b4 b6 c1 c5 d6 e1,11,18,-7,0
292182,1610752352,8,a6 b1 b3 c2 c6 e6 f1,18,11,7,0
292187,1212547168,8,a6 b1 c6 d1 d5 e4 f1,18,11,7,0
292223,293607937,8,a1 b4 b6 c1 d6 e1 e5,11,18,-7,0
292225,1644298592,8,a6 b1 b3 c6 e2 e6 f1,18,11,7,0
292230,1208353888,8,a6 b1 b5 c6 d1 e4 f1,18,11,7,0
292724,94371861,8,a1 a3 a5 d4 d6 e1 e3,11,18,-7,0
292726,295698453,8,a1 a3 a5 d4 d6 e1 e5,11,18,-7,0
292728,2174746645,8,a1 a3 a5 d4 d6 e1 f2,11,18,-7,0
292730,4833148970,8,a2 a4 a6 d1 d3 e6 f3,18,11,7,0
292732,1611923498,8,a2 a4 a6 d1 d3 e6 f1,18,11,7,0
292744,169082922,8,a2 a4 a6 d1 d3 e2 e4,18,11,7,0
292747,1615102024,8,a4 b1 c4 d1 d5 e6 f1,18,11,7,0
292749,1078362184,8,a4 b1 c4 c6 d1 d5 f1,18,11,7,0
292751,1078231144,8,a4 a6 b1 c4 d1 d5 f1,18,11,7,0
292762,1610908744,8,a4 b1 b5 c4 d1 e6 f1,18,11,7,0
292764,1074168904,8,a4 b1 b5 c4 c6 d1 f1,18,11,7,0
292766,1074037864,8,a4 a6 b1 b5 c4 d1 f1,18,11,7,0
292777,1611038792,8,a4 b1 c4 c6 d1 e6 f1,18,11,7,0
292779,1610907752,8,a4 a6 b1 c4 d1 e6 f1,18,11,7,0
292784,1074167912,8,a4 a6 b1 c4 c6 d1 f1,18,11,7,0
292795,287379473,8,a1 a5 c1 c5 d4 e1 e5,11,18,-7,0
292797,18946065,8,a1 a5 b6 c1 c5 d4 e1,11,18,-7,0
292799,27332625,8,a1 a5 c1 c5 d4 d6 e1,11,18,-7,0
292801,1611800610,8,a2 a6 c2 c6 d3 e6 f1,18,11,7,0
292810,287315985,8,a1 a5 b6 c1 d4 e1 e5,11,18,-7,0
292812,295702545,8,a1 a5 c1 d4 d6 e1 e5,11,18,-7,0
292814,1645215786,8,a2 a4 a6 d3 e2 e6 f1,18,11,7,0
292820,27269137,8,a1 a5 b6 c1 d4 d6 e1,11,18,-7,0
292822,1611792482,8,a2 a6 b1 c6 d3 e6 f1,18,11,7,0
292827,1612054562,8,a2 a6 c6 d1 d3 e6 f1,18,11,7,0
292880,287381505,8,a1 b6 c1 c5 d4 e1 e5,11,18,-7,0
292882,295768065,8,a1 c1 c5 d4 d6 e1 e5,11,18,-7,0
292884,1078232160,8,a6 b1 b5 c4 d1 d5 f1,18,11,7,0
292895,27334657,8,a1 b6 c1 c5 d4 d6 e1,11,18,-7,0
292897,1611800672,8,a6 b1 c2 c6 d3 e6 f1,18,11,7,0
292902,1078362208,8,a6 b1 c4 c6 d1 d5 f1,18,11,7,0
292938,295704577,8,a1 b6 c1 d4 d6 e1 e5,11,18,-7,0
292940,1610908768,8,a6 b1 b5 c4 d1 e6 f1,18,11,7,0
292945,1074168928,8,a6 b1 b5 c4 c6 d1 f1,18,11,7,0
293213,360710165,8,a1 a3 a5 d6 e1 e3 e5,11,18,-7,0
293215,2239758357,8,a1 a3 a5 d6 e1 e3 f2,11,18,-7,0
293217,4832239650,8,a2 a6 c2 c6 d1 e6 f3,18,11,7,0
293219,1745092650,8,a2 a4 a6 d1 e4 e6 f1,18,11,7,0
293228,2441084949,8,a1 a3 a5 d6 e1 e5 f2,11,18,-7,0
293230,4865654826,8,a2 a4 a6 d1 e2 e6 f3,18,11,7,0
293232,1644429354,8,a2 a4 a6 d1 e2 e6 f1,18,11,7,0
293238,4832231522,8,a2 a6 b1 c6 d1 e6 f3,18,11,7,0
293240,5905711202,8,a2 a6 b1 c6 e6 f1 f3,18,11,7,0
293245,5905842218,8,a2 a4 a6 d1 e6 f1 f3,18,11,7,0
293298,1615070280,8,a4 b1 b5 d1 d5 e6 f1,18,11,7,0
293300,1078330440,8,a4 b1 b5 c6 d1 d5 f1,18,11,7,0
293302,1078199400,8,a4 a6 b1 b5 d1 d5 f1,18,11,7,0
293313,1615200328,8,a4 b1 c6 d1 d5 e6 f1,18,11,7,0
293315,1615069288,8,a4 a6 b1 d1 d5 e6 f1,18,11,7,0
293320,1078329448,8,a4 a6 b1 c6 d1 d5 f1,18,11,7,0
293356,1611007048,8,a4 b1 b5 c6 d1 e6 f1,18,11,7,0
293358,1610876008,8,a4 a6 b1 b5 d1 e6 f1,18,11,7,0
293363,1074136168,8,a4 a6 b1 b5 c6 d1 f1,18,11,7,0
293423,285284369,8,a1 a5 b6 c1 c5 e1 e5,11,18,-7,0
293425,293670929,8,a1 a5 c1 c5 d6 e1 e5,11,18,-7,0
293427,1644306466,8,a2 a6 c2 c6 e2 e6 f1,18,11,7,0
293433,25237521,8,a1 a5 b6 c1 c5 d6 e1,11,18,-7,0
293435,1610752098,8,a2 a6 b1 c2 c6 e6 f1,18,11,7,0
293440,1611014178,8,a2 a6 c2 c6 d1 e6 f1,18,11,7,0
293465,293607441,8,a1 a5 b6 c1 d6 e1 e5,11,18,-7,0
293467,1644298338,8,a2 a6 b1 c6 e2 e6 f1,18,11,7,0
293472,1644560418,8,a2 a6 c6 d1 e2 e6 f1,18,11,7,0
293612,293672961,8,a1 b6 c1 c5 d6 e1 e5,11,18,-7,0
293614,1615070304,8,a6 b1 b5 d1 d5 e6 f1,18,11,7,0
293619,1078330464,8,a6 b1 b5 c6 d1 d5 f1,18,11,7,0
314169,23173,8,a1 a3 b2 b4 b6 c1 c3,11,18,-7,0
314171,72325,8,a1 a3 b2 b4 b6 c1 c5,11,18,-7,0
314173,531077,8,a1 a3 b2 b4 b6 c1 d2,11,18,-7,0
314175,1181032,8,a4 a6 b1 b3 b5 c6 d3,18,11,7,0
314177,394600,8,a4 a6 b1 b3 b5 c6 d1,18,11,7,0
314179,67115653,8,a1 a3 b2 b4 b6 c1 e3,11,18,-7,0
314181,33686888,8,a4 a6 b1 b3 b5 c6 e2,18,11,7,0
314183,2147490437,8,a1 a3 b2 b4 b6 c1 f2,11,18,-7,0
314185,2156400773,8,a1 a3 b2 c1 d2 d6 f2,11,18,-7,0
314187,1073874280,8,a4 a6 b1 b3 b5 c6 f1,18,11,7,0
314211,42344,8,a4 a6 b1 b3 b5 c2 c4,18,11,7,0
314214,543365,8,a1 a3 b2 b4 b6 c3 d2,11,18,-7,0
314216,1082728,8,a4 a6 b1 b3 b5 c4 d3,18,11,7,0
314218,296296,8,a4 a6 b1 b3 b5 c4 d1,18,11,7,0
314219,16796293,8,a1 a3 b2 b4 b6 c3 e1,11,18,-7,0
314221,67127941,8,a1 a3 b2 b4 b6 c3 e3,11,18,-7,0
314223,33588584,8,a4 a6 b1 b3 b5 c4 e2,18,11,7,0
314226,1645486082,8,a2 c2 d1 d3 e2 e6 f1,18,11,7,0
314228,1108746242,8,a2 c2 c6 d1 d3 e2 f1,18,11,7,0
314230,1073775976,8,a4 a6 b1 b3 b5 c4 f1,18,11,7,0
314253,592517,8,a1 a3 b2 b4 b6 c5 d2,11,18,-7,0
314255,1058152,8,a4 a6 b1 b3 b5 c2 d3,18,11,7,0
314257,271720,8,a4 a6 b1 b3 b5 c2 d1,18,11,7,0
314258,16845445,8,a1 a3 b2 b4 b6 c5 e1,11,18,-7,0
314260,67177093,8,a1 a3 b2 b4 b6 c5 e3,11,18,-7,0
314262,33564008,8,a4 a6 b1 b3 b5 c2 e2,18,11,7,0
314265,1644437762,8,a2 b3 c2 d1 e2 e6 f1,18,11,7,0
314267,1107697922,8,a2 b3 c2 c6 d1 e2 f1,18,11,7,0
314269,1073751400,8,a4 a6 b1 b3 b5 c2 f1,18,11,7,0
314305,2624133,8,a1 a3 b2 b4 b6 d2 d4,11,18,-7,0
314307,4457832,8,a4 a6 b1 b3 b5 d1 d5,18,11,7,0
314308,17304197,8,a1 a3 b2 b4 b6 d2 e1,11,18,-7,0
314310,67635845,8,a1 a3 b2 b4 b6 d2 e3,11,18,-7,0
314312,37750120,8,a4 a6 b1 b3 b5 d5 e2,18,11,7,0
314315,1778655234,8,a2 c2 d1 e2 e4 e6 f1,18,11,7,0
314317,1241915394,8,a2 c2 c6 d1 e2 e4 f1,18,11,7,0
314319,1077937512,8,a4 a6 b1 b3 b5 d5 f1,18,11,7,0
314336,1312104,8,a4 a6 b1 b3 b5 d1 d3,18,11,7,0
314337,18877061,8,a1 a3 b2 b4 b6 d4 e1,11,18,-7,0
314339,69208709,8,a1 a3 b2 b4 b6 d4 e3,11,18,-7,0
314341,34604392,8,a4 a6 b1 b3 b5 d3 e2,18,11,7,0
314344,1644470274,8,a2 c2 c4 d1 e2 e6 f1,18,11,7,0
314346,1107730434,8,a2 c2 c4 c6 d1 e2 f1,18,11,7,0
314348,1074791784,8,a4 a6 b1 b3 b5 d3 f1,18,11,7,0
314362,25168517,8,a1 a3 b2 b4 b6 d6 e1,11,18,-7,0
314364,75500165,8,a1 a3 b2 b4 b6 d6 e3,11,18,-7,0
314366,33817960,8,a4 a6 b1 b3 b5 d1 e2,18,11,7,0
314369,1644437514,8,a2 a4 c2 d1 e2 e6 f1,18,11,7,0
314371,1107697674,8,a2 a4 c2 c6 d1 e2 f1,18,11,7,0
314374,83888773,8,a1 a3 b2 b4 b6 e1 e3,11,18,-7,0
314376,285215365,8,a1 a3 b2 b4 b6 e1 e5,11,18,-7,0
314378,2148014225,8,a1 a5 b2 b6 c1 d2 f2,11,18,-7,0
314380,2156400785,8,a1 a5 b2 c1 d2 d6 f2,11,18,-7,0
314382,1610614120,8,a4 a6 b1 b3 b5 e6 f1,18,11,7,0
314394,167773544,8,a4 a6 b1 b3 b5 e2 e4,18,11,7,0
314397,1648631810,8,a2 c2 d1 d5 e2 e6 f1,18,11,7,0
314399,1111891970,8,a2 c2 c6 d1 d5 e2 f1,18,11,7,0
314401,1111760930,8,a2 a6 c2 d1 d5 e2 f1,18,11,7,0
314412,1644438530,8,a2 b5 c2 d1 e2 e6 f1,18,11,7,0
314414,1107698690,8,a2 b5 c2 c6 d1 e2 f1,18,11,7,0
314416,1107297640,8,a4 a6 b1 b3 b5 e2 f1,18,11,7,0
314427,1644568578,8,a2 c2 c6 d1 e2 e6 f1,18,11,7,0
314429,1644437538,8,a2 a6 c2 d1 e2 e6 f1,18,11,7,0
314434,1107697698,8,a2 a6 c2 c6 d1 e2 f1,18,11,7,0
314436,86661,8,a1 a3 b2 b4 c1 c3 c5,11,18,-7,0
314438,545413,4,a1 a3 b2 b4 c1 c3 d2,11,18,-7,0
314440,1213736,8,a4 a6 b3 b5 c4 c6 d3,18,11,7,0
314442,427304,8,a4 a6 b3 b5 c4 c6 d1,18,11,7,0
314444,610437,8,a1 a3 b2 c1 c3 c5 d2,11,18,-7,0
314446,33719592,8,a4 a6 b3 b5 c4 c6 e2,18,11,7,0
314448,546949,8,a1 a3 b2 b6 c1 c3 d2,11,18,-7,0
314450,4621352,8,a4 a6 b5 c4 c6 d1 d5,18,11,7,0
314452,1073906984,8,a4 a6 b3 b5 c4 c6 f1,18,11,7,0
314471,594565,8,a1 a3 b2 b4 c1 c5 d2,11,18,-7,0
314473,1189160,8,a4 a6 b3 b5 c2 c6 d3,18,11,7,0
314475,402728,8,a4 a6 b3 b5 c2 c6 d1,18,11,7,0
314477,67179141,8,a1 a3 b2 b4 c1 c5 e3,11,18,-7,0
314479,33695016,8,a4 a6 b3 b5 c2 c6 e2,18,11,7,0
314481,67639429,8,a1 a3 b2 b6 c1 d2 e3,11,18,-7,0
314483,76025989,8,a1 a3 b2 c1 d2 d6 e3,11,18,-7,0
314485,1073882408,8,a4 a6 b3 b5 c2 c6 f1,18,11,7,0
314501,2626181,4,a1 a3 b2 b4 c1 d2 d4,11,18,-7,0
314503,4588840,8,a4 a6 b3 b5 c6 d1 d5,18,11,7,0
314504,37881128,4,a4 a6 b3 b5 c6 d5 e2,18,11,7,0
314506,1078068520,4,a4 a6 b3 b5 c6 d5 f1,18,11,7,0
314521,1443112,8,a4 a6 b3 b5 c6 d1 d3,18,11,7,0
314523,2691205,8,a1 a3 b2 c1 c5 d2 d4,11,18,-7,0
314525,34735400,8,a4 a6 b3 b5 c6 d3 e2,18,11,7,0
314527,2627717,8,a1 a3 b2 b6 c1 d2 d4,11,18,-7,0
314529,5637160,8,a4 a6 b5 c6 d1 d3 d5,18,11,7,0
314531,1074922792,8,a4 a6 b3 b5 c6 d3 f1,18,11,7,0
314544,75502213,8,a1 a3 b2 b4 c1 d6 e3,11,18,-7,0
314546,33948968,8,a4 a6 b3 b5 c6 d1 e2,18,11,7,0
314548,2155876997,8,a1 a3 b2 b4 c1 d6 f2,11,18,-7,0
314550,4295361832,8,a4 a6 b3 b5 c6 d1 f3,18,11,7,0
314552,1074136360,8,a4 a6 b3 b5 c6 d1 f1,18,11,7,0
314563,37889064,8,a4 a6 b5 c2 c6 d5 e2,18,11,7,0
314565,596101,8,a1 a3 b2 b6 c1 c5 d2,11,18,-7,0
314567,4596776,8,a4 a6 b5 c2 c6 d1 d5,18,11,7,0
314569,1078076456,8,a4 a6 b5 c2 c6 d5 f1,18,11,7,0
314578,37880936,8,a4 a6 b1 b5 c6 d5 e2,18,11,7,0
314580,38143016,8,a4 a6 b5 c6 d1 d5 e2,18,11,7,0
314582,1107428648,8,a4 a6 b3 b5 c6 e2 f1,18,11,7,0
314588,4588648,8,a4 a6 b1 b5 c6 d1 d5,18,11,7,0
314590,1078068328,8,a4 a6 b1 b5 c6 d5 f1,18,11,7,0
314595,1078330408,8,a4 a6 b5 c6 d1 d5 f1,18,11,7,0
314844,606853,8,a1 a3 b2 b4 c3 c5 d2,11,18,-7,0
314846,1090856,8,a4 a6 b3 b5 c2 c4 d3,18,11,7,0
314848,304424,8,a4 a6 b3 b5 c2 c4 d1,18,11,7,0
314849,16859781,8,a1 a3 b2 b4 c3 c5 e1,11,18,-7,0
314851,67191429,8,a1 a3 b2 b4 c3 c5 e3,11,18,-7,0
314853,33596712,8,a4 a6 b3 b5 c2 c4 e2,18,11,7,0
314856,67655809,8,a1 b2 b6 c1 c3 d2 e3,11,18,-7,0
314858,76042369,8,a1 b2 c1 c3 d2 d6 e3,11,18,-7,0
314860,1073784104,8,a4 a6 b3 b5 c2 c4 f1,18,11,7,0
314896,2638469,8,a1 a3 b2 b4 c3 d2 d4,11,18,-7,0
314898,4490536,8,a4 a6 b3 b5 c4 d1 d5,18,11,7,0
314899,545425,8,a1 a5 b2 b4 c1 c3 d2,11,18,-7,0
314901,610945,8,a1 b2 b4 c1 c3 c5 d2,11,18,-7,0
314903,37782824,8,a4 a6 b3 b5 c4 d5 e2,18,11,7,0
314906,547457,8,a1 b2 b4 b6 c1 c3 d2,11,18,-7,0
314908,4621600,8,a6 b3 b5 c4 c6 d1 d5,18,11,7,0
314910,1077970216,8,a4 a6 b3 b5 c4 d5 f1,18,11,7,0
314927,1344808,8,a4 a6 b3 b5 c4 d1 d3,18,11,7,0
314928,2642065,8,a1 a5 b2 c1 c3 d2 d4,11,18,-7,0
314930,2707585,8,a1 b2 c1 c3 c5 d2 d4,11,18,-7,0
314932,34637096,8,a4 a6 b3 b5 c4 d3 e2,18,11,7,0
314935,2644097,8,a1 b2 b6 c1 c3 d2 d4,11,18,-7,0
314937,5669920,8,a6 b5 c4 c6 d1 d3 d5,18,11,7,0
314939,1074824488,8,a4 a6 b3 b5 c4 d3 f1,18,11,7,0
314953,25182853,8,a1 a3 b2 b4 c3 d6 e1,11,18,-7,0
314955,75514501,8,a1 a3 b2 b4 c3 d6 e3,11,18,-7,0
314957,33850664,8,a4 a6 b3 b5 c4 d1 e2,18,11,7,0
314960,1645486088,8,a4 c2 d1 d3 e2 e6 f1,18,11,7,0
314962,1108746248,8,a4 c2 c6 d1 d3 e2 f1,18,11,7,0
314964,1074038056,8,a4 a6 b3 b5 c4 d1 f1,18,11,7,0
314966,610449,8,a1 a5 b2 c1 c3 c5 d2,11,18,-7,0
314968,37913634,8,a2 a6 b5 c4 c6 d5 e2,18,11,7,0
314970,546961,8,a1 a5 b2 b6 c1 c3 d2,11,18,-7,0
314972,4621346,8,a2 a6 b5 c4 c6 d1 d5,18,11,7,0
314974,1078101026,8,a2 a6 b5 c4 c6 d5 f1,18,11,7,0
314986,37921824,8,a6 b5 c2 c4 c6 d5 e2,18,11,7,0
314989,612481,8,a1 b2 b6 c1 c3 c5 d2,11,18,-7,0
314991,4629536,8,a6 b5 c2 c4 c6 d1 d5,18,11,7,0
314993,1078109216,8,a6 b5 c2 c4 c6 d5 f1,18,11,7,0
315004,37913696,8,a6 b1 b5 c4 c6 d5 e2,18,11,7,0
315006,38175776,8,a6 b5 c4 c6 d1 d5 e2,18,11,7,0
315008,1107330344,8,a4 a6 b3 b5 c4 e2 f1,18,11,7,0
